Timestamp,Wellhead_Pressure_psi,Vibration_Level_mm_s,Temperature_C
2025-01-01 00:00:00,2724.1832420861447,2.276003915154933,83.12839196638762
2025-01-01 00:01:00,2817.902485212867,3.8440803148157814,89.82810767909392
2025-01-01 00:02:00,2753.7332145693845,1.9322357866465458,82.47503970450437
2025-01-01 00:03:00,2739.6220760792507,2.239353061580104,82.27262849515861
2025-01-01 00:04:00,2855.063234470452,4.166536744747172,92.16119818582693
2025-01-01 00:05:00,2761.0834318796688,2.9262170444176947,76.8737868627292
2025-01-01 00:06:00,2820.5985406017667,1.8001959809884034,80.78521902405507
2025-01-01 00:07:00,2809.7544124120245,2.1327172851296643,88.5815015866633
2025-01-01 00:08:00,2846.0435366692404,1.9822204314309015,89.25019022425364
2025-01-01 00:09:00,2744.5565399465313,3.6942753394075716,83.1915174347756
2025-01-01 00:10:00,2720.2691564017755,2.8879882085478217,83.94341811377191
2025-01-01 00:11:00,2784.817975132521,2.280585916285245,82.68946678380405
2025-01-01 00:12:00,2856.9209770057228,1.9738105781830768,83.97672285081897
2025-01-01 00:13:00,2799.6329675895518,2.4496540525028982,88.13673781129333
2025-01-01 00:14:00,2807.6216980847275,2.953327338548189,90.207373726637
2025-01-01 00:15:00,2766.3284556729245,3.70435700020401,83.88408968155551
2025-01-01 00:16:00,2779.1650654156683,2.3119061773742873,79.59730414833294
2025-01-01 00:17:00,2776.0121119841756,2.3671204640320753,88.2851365282452
2025-01-01 00:18:00,2840.323167722432,1.6333862982887064,88.8937222660518
2025-01-01 00:19:00,2760.2758627173234,3.756287851885703,89.08355769784102
2025-01-01 00:20:00,2756.9095984601277,3.768985909231219,84.71190929558001
2025-01-01 00:21:00,2834.3107120742607,2.6601517247336384,91.46858014259396
2025-01-01 00:22:00,2800.405692567785,3.1968159425345233,79.40114181793294
2025-01-01 00:23:00,2685.6171119119354,0.886339382817255,85.82359188798631
2025-01-01 00:24:00,2747.1104648983187,3.1872757069534527,84.42846932720558
2025-01-01 00:25:00,2868.2958101585828,2.3319435672648314,88.60367017310932
2025-01-01 00:26:00,2821.9841782349517,2.1911397015174434,94.90360347579178
2025-01-01 00:27:00,2857.342647421178,3.042712764479732,80.36613289420158
2025-01-01 00:28:00,2758.960432000947,3.1072040763838547,79.04629890014215
2025-01-01 00:29:00,2747.1805177846677,3.3914867363042154,81.35836997373873
2025-01-01 00:30:00,2841.5577036565246,3.6698339252009364,91.80199062414138
2025-01-01 00:31:00,2893.4696601670857,2.4936840555769866,81.65965644516363
2025-01-01 00:32:00,2746.280267125785,2.3817462678655548,78.0952632300849
2025-01-01 00:33:00,2866.1918062424747,0.9914655236770016,91.40519333610328
2025-01-01 00:34:00,2845.0013020773617,3.5740817068661794,80.92738440284504
2025-01-01 00:35:00,2857.602255741776,1.9626164884730408,85.32216199835692
2025-01-01 00:36:00,2763.946380368772,3.8021431922632134,92.53494129093826
2025-01-01 00:37:00,2805.2377993677064,2.3075256465189127,86.31066812452853
2025-01-01 00:38:00,2693.9897487806106,2.4147074056885067,83.30222311871552
2025-01-01 00:39:00,2784.2413330725904,2.834266745667857,81.48272895078044
2025-01-01 00:40:00,2827.6002525973463,3.0634397037714654,85.34700635271484
2025-01-01 00:41:00,2871.678120570838,2.605101982720102,90.70819610863768
2025-01-01 00:42:00,2777.177710519178,3.448659545942766,87.18450084452643
2025-01-01 00:43:00,2864.0351322551082,1.6260682714436336,86.9798191557515
2025-01-01 00:44:00,2796.4976872599996,1.6772887584540181,85.54226344656826
2025-01-01 00:45:00,2823.0717712728356,2.6385023985152163,87.34751163275261
2025-01-01 00:46:00,2883.1088840276307,3.0332434683902907,82.1937151719003
2025-01-01 00:47:00,2746.1432352513148,2.9046561661267094,85.94710347505428
2025-01-01 00:48:00,2831.5772524767967,1.6983931224115874,90.30755086804493
2025-01-01 00:49:00,2681.438746532568,1.4847528232869982,82.05135440634375
2025-01-01 00:50:00,2766.2411197316055,2.758537608114683,91.0276393241483
2025-01-01 00:51:00,2833.7448137535976,3.291758830703189,76.18223091772975
2025-01-01 00:52:00,2834.258215909413,3.6326799300128103,79.22574171551581
2025-01-01 00:53:00,2760.0912224715744,2.8255712817154066,84.4894263012473
2025-01-01 00:54:00,2923.557216162277,1.3735732999345196,80.22814926276139
2025-01-01 00:55:00,2780.6481343753635,2.6337118584752286,85.35676904188624
2025-01-01 00:56:00,2828.5444150104204,2.5160540696724167,83.15469230189495
