Depth_m,Porosity_%,Permeability_mD,Gamma_Ray_API
2000.0,17.007001621056364,5.299462801932881,58.74858126178946
2000.2500250025003,18.882143628973495,17.609257266172868,33.29207507532115
2000.5000500050005,16.184364343900135,8.07432403592005,56.02296635987791
2000.7500750075008,4.446595386302036,5.3532614951912665,29.21860249861828
2001.000100010001,18.41970039119336,10.406383443991144,102.280146190324
2001.2501250125013,6.300619905261415,9.710890348892526,99.01897196595189
2001.5001500150015,14.555989294650974,4.6616780700358165,61.60424029601075
2001.7501750175018,16.28573883699958,19.202311033897615,91.5878622851361
2002.000200020002,9.03338961108709,5.7014991357620035,103.03797147690497
2002.2502250225023,14.677589863486078,20.658226809198524,122.92585959554023
2002.5002500250025,13.754537695502236,0.7301653589510427,38.837942639372685
2002.7502750275028,14.334409063348193,3.9020394352321555,145.84463758021025
2003.000300030003,19.807100174336224,7.732063517239738,143.63056095335102
2003.2503250325033,15.235739527151528,23.00947311815946,94.26206235459433
2003.5003500350035,13.213851767353251,9.719208611529048,121.63462700546566
2003.7503750375038,22.509087665194045,1.5678959039974216,125.29976586434184
2004.000400040004,14.44310427167185,4.207818666396543,128.41444451511643
2004.2504250425043,7.329335791554864,6.353597646283873,125.09133319142941
2004.5004500450045,17.783670966141543,5.846450643364895,107.17083610913105
2004.7504750475048,19.036691933314263,34.49803112132411,71.99742160454117
2005.000500050005,12.057342047481628,22.613271353655215,66.42006177275523
2005.2505250525053,22.489931535656133,10.553166224337112,47.74194434186223
2005.5005500550055,13.392199945833779,11.516640237819434,120.16039761572472
2005.7505750575058,14.212848516757159,3.6208204530997543,138.68579420495976
2006.000600060006,12.513794707442548,60.65246379596548,131.90763384688023
2006.2506250625063,7.287861042499703,2.283169897881507,82.31889099398167
2006.5006500650065,15.45790295949789,11.962831838763606,129.48769292542613
2006.7506750675068,14.32837931099285,2.453862133778323,64.21412666424933
2007.000700070007,17.252092348539264,6.857814517907437,113.80777305795766
2007.2507250725073,26.13269607280062,5.041010038917664,130.69637041490998
2007.5007500750075,7.226206865250217,8.309271614720133,92.05027215750697
2007.7507750775078,11.785707429138093,0.9593378469490016,77.8731873160764
2008.000800080008,10.987691337803525,6.286701917567433,78.6223952512839
2008.2508250825083,17.7226054283631,13.642841089029277,43.799882969545436
2008.5008500850086,16.998089806875043,1.337485975898284,93.0665313310499
2008.7508750875088,12.723987394438709,2.0787472778941196,45.95658455875588
2009.000900090009,24.737174783980578,4.928323464708608,62.946448533361625
2009.2509250925093,10.603146869910535,1.877794223121919,91.56687353376076
2009.5009500950096,15.98400638231165,2.426407392200089,144.56939566881618
2009.7509750975098,12.512945723646196,4.164713166670653,17.32109712524667
2010.00100010001,16.88558698369808,16.88003935786483,99.89748871034072
2010.2510251025103,13.21875967457419,14.70190183174115,80.94906048594261
2010.5010501050106,16.200564881795103,4.889524801233415,21.717226248601303
2010.7510751075108,10.949429310520646,7.390573288131569,19.9374180707845
2011.001100110011,18.44151983666896,6.022803967465459,123.55782597699465
2011.2511251125113,10.839076463637888,23.334513437600656,14.76195905500208
2011.5011501150116,15.72172431238623,12.438725959161756,125.41640722577878
2011.7511751175118,18.023637319164575,1.6404385305374796,53.74770647606286
2012.001200120012,5.564773967923811,6.074851929929083,17.995023673520006
2012.2512251225123,12.796352927020767,14.78545788486085,18.843606224292028
2012.5012501250126,4.935514493338413,11.294788675990075,48.54752829962447
2012.7512751275128,14.692581459539367,45.23373902440285,86.07069505755577
2013.001300130013,11.35108943192056,1.0926772291173983,109.5292938762564
2013.2513251325133,20.54117931215253,2.765642865955955,124.91389751138942
2013.5013501350136,8.96458103356192,2.228376892355787,93.82699503138434
2013.7513751375138,8.522658227118548,14.383981265929652,124.51667592330341
2014.001400140014,16.984021920761727,10.336685074390203,125.4154010490339
2014.2514251425143,8.374334132260188,4.655101725165926,107.85506484761478
2014.5014501450146,16.415492254475552,8.380835050064862,37.02722312305201
2014.7514751475148,10.671722082143749,11.03113885897268,25.220365164705814
2015.001500150015,14.270613813850275,5.399286154332923,50.41335131768556
2015.2515251525153,7.443046973629633,8.946858721008796,51.40266219844148
2015.5015501550156,16.65858756626407,16.052981863810462,112.31483605626299
2015.7515751575158,14.034037641265993,3.7140232941925233,11.048763308500078
